Title,Brand,Screen_Size,Rating,Price,Ram(Gb),Disk_Size_GB,Price_IDR,Cpu_Type
"Newest HP 14"" HD Touch-Screen Laptop, 11th Gen Intel Core i3-1115G4 3.0H (Beats i5-1035G1), 8GB RAM, 256GB SSD, WiFi 5, Webcam, Windows 10, EROSEFLAMINGO Accessories",HP,14,4.5,$359.00,8,256.0,5539.37,i3
"HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0021nr, 2020 model, Snow White)",HP,11.6,4.4,$159.99,4,32.0,2468.6457,Other
"HP 15.6"" Micro-Edge HD Laptop, Intel Core i3-1115G4 up to 4.1GHz (Beat i5-1035G4), 16GB RAM, 1TB PCIe SSD, Wi-Fi 6, Lightweight, Bluetooth, Webcam, Fast Charge, 11 Hours Battery Life, HDMI, Win11",HP,15.6,4.6,$569.00,16,1024.0,8779.67,i3
2022 Newest HP Premium 14-inch HD Laptop| Intel Celeron N4020 to 2.8GHz 8GB RAM 128GB(64GB SSD+ Card)| Webcam Bluetooth HDMI USB-C Wi-Fi| Win 11 S with 1 Year MS 365| LIONEYE Bundle| Black,HP,14,4.3,$349.99,8,64.0,5400.3457,Celeron
"HP Pavilion Laptop (2022 Model), 15.6"" HD Touchscreen, AMD Ryzen 3 3250U Processor (Beats i7-7500U), 16GB RAM, 512GB SSD, Compact Design, Long Battery Life, Windows 10",HP,15.6,4.1,$549.00,16,512.0,8471.07,Ryzen
"HP 14 Laptop, Qualcomm Snapdragon 7c Processor, 8 GB RAM, 128 GB eMMC, 14-inch Full HD Touchscreen, Windows 11 Home, Thin & Portable, Long Battery Life, Wi-Fi 5 & Bluetooth 5 Combo (14-ed0010nr, 2021)",HP,14,3.8,$299.94,8,128.0,4628.0742,Other
"HP 2021 Newest 15.6 HD Laptop for Business and Student, WLED-Backlit Display, AMD Ryzen 3 3250U(Up to 3.5GHz), 16GB RAM, 512GB SSD, Ethernet, WiFi, Fast Charge, Webcam, HDMI, Win10, w/GM Accessories",HP,15.6,4.4,$529.00,16,512.0,8162.47,Ryzen
"HP Pavilion 15.6"" FHD Laptop (2022 Latest Model), AMD Ryzen 5 5500U (Beats i7-11370H), 16GB RAM, 512GB PCIe NVMe M.2 SSD, Thin & Portable, Micro-Edge & Anti-Glare Screen, Long Battery Life, Windows 11",HP,15.6,4.1,$649.00,16,512.0,10014.07,Other
"HP Spectre x360 Luxury 14T,13.5"" 3:2 WUXGA+ Touch,Intel i7-1165G7, 16GB RAM, 1TB SSD, Bang&Olufsen Quad Speakers, Fingerprint, HP Tilt Pen, Nightfall Black, Win 10 Pro, 64GB TechWarehouse Flash Drive",HP,13.5,4.5,"$1,639.99",16,1024.0,25305.0457,i7
"HP 15-dy1036nr 10th Gen Intel Core i5-1035G1, 15.6-Inch FHD Laptop, Natural Silver",HP,15.6,4.5,$438.95,8,256.0,6772.9985,i5
"2020 HP 14 inch HD Laptop, Intel Celeron N4020 up to 2.8 GHz, 4GB DDR4, 64GB eMMC Storage, WiFi 5, Webcam, HDMI, Windows 10 S /Legendary Accessories (Google Classroom or Zoom Compatible) (Rose Gold)",HP,14,4.5,$319.99,4,64.0,4937.4457,Celeron
"HP 15.6"" Touchscreen Laptop, Core i5-1135G7(>i7-1065G7), 4.2 GHz, Bluetooth 4.2, 720p Webcam, Type-C, Intel Iris Xe Graphics, HDMI, Windows 11,w/ HDMI Cable (16GB RAM | 1TB SSD)",HP,15.6,5.0,$589.99,16,1024.0,9103.5457,i5
"HP Stream 14-inch Laptop, AMD Dual-Core A4-9120E Processor, 4 GB SDRAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for One Year (14-ds0050nr, Royal Blue)",HP,14,4.3,$340.77,4,64.0,5258.081099999999,Other
"HP 17.3"" FHD Laptop, AMD Ryzen 5 5500U (Beat i5-10500) 6-Core up to 4.0GHz, 8GB RAM, 256GB NVMe SSD, USB-C, Numeric Keypad, Fingerprint, HDMI, Webcam, WiFi, Win 10S, Natural Silver",HP,17.3,4.6,$465.00,8,256.0,7174.95,Ryzen
"HP Pavilion Laptop, 15.6"" HD Display, Intel Pentium Quad-Core Processor, 32GB DDR4 RAM, 1TB SSD, Online Conferencing, Webcam, HDMI, Bluetooth, WiFi, Windows 11",HP,15.6,4.3,$529.00,32,1024.0,8162.47,Other
"HP 15-Inch HD Touchscreen Laptop, 10th Gen Intel Core i5-1035G1, 8 GB SDRAM, 512 GB Solid-State Drive, Windows 10 Home (15-dy1020nr, Natural Silver), 15-15.99 inches",HP,15,4.2,$438.34,8,512.0,6763.5862,i5
"HP 2023 Newest 15 inch Laptop, Intel Quad-Core Processor, 8GB RAM, 256GB SSD, Wi-Fi, Bluetooth, HDMI, Windows 11 Home, Bundle with JAWFOAL",HP,15,4.5,$399.99,8,256.0,6171.8457,Other
"HP 2022 Newest Stream 14"" HD Laptop, Intel Celeron N4020(up to 2.8GHz), 8GB RAM, 128GB Space(64GB eMMC+64GB Card), 1-Year Office 365, WiFi, HDMI, USB-C, Webcam, Bluetooth, Windows 10S, Gold+JVQ MP",HP,14,0.0,$299.00,8,128.0,4613.57,Celeron
2022 Newest HP Premium 14-inch HD Laptop| Intel Celeron N4020 to 2.8GHz 8GB RAM 64GB SSD| Webcam Bluetooth HDMI USB-C Wi-Fi| Win 11 S with 1 Year MS 365| LIONEYE Bundle| Black,HP,14,5.0,$329.99,8,64.0,5091.7457,Celeron
"HP 17 Laptop, 11th Gen Intel Core i5-1135G7, 8 GB RAM, 256 GB SSD Storage, 17.3-inch HD+ Display, Windows 10 Home, Anti-glare Screen, Long Battery Life, Web-cam & Dual Mics (17-cn0021nr, 2021)",HP,17.3,4.2,$516.00,8,256.0,7961.88,i5
"2022 Newest HP Pavilion Laptop, 17"" HD+ (1600 x 900) LED Display, AMD Athlon Silver Processor, AMD Radeon Graphics, 16GB RAM, 1TB PCIe SSD, Fingerprint Reader, Wi-Fi 6, BT 5.0, Windows 10, Rose Gold",HP,17.3,4.1,$569.00,16,1024.0,8779.67,Other
"HP Envy 13 Ultra Thin Laptop 13.3"" Full-HD, Intel Core i5-8250U, Intel UHD Graphics 620, 256GB SSD, 8GB SDRAM, Fingerprint Reader, 13-ah0051wm",HP,13.3,4.3,$565.00,8,256.0,8717.95,i5
"HP 2022 Newest Chromebook 11A G8 Education Edition, 11.6"" HD Laptop, AMD A4-9120C(up to 2.4GHz), 4GB Memory, 96GB Space(32GB eMMC+ABYS 64GB Card), Webcam, USB-C, WiFi, Bluetooth, Chrome OS, JVQ MP",HP,11.6,4.6,$169.00,4,32.0,2607.67,Other
"HP Pavilion Laptop (2022 Model), 17.3"" FHD IPS Display, Intel Core i3-1115G4 Processor, 16GB RAM, 512GB PCIe SSD, Anti-Glare Screen, Long Battery Life, Webcam, HDMI, Bluetooth, Wi-Fi, Windows 11",HP,17.3,4.3,$579.00,16,512.0,8933.97,i3
"HP Envy 17T 2021,i7-1165G7 11th Gen Quad Core,16GB RAM,1 TB NVMe SSD, 17.3"" FHD 1080p Touch,Thunderbolt 4,Win 11 PRO,WiFi 6,B&O Speakers,USB-A,Intel Xe Graphics,4 Cell, 64GB Tech Warehouse Flash Drive",HP,17.3,4.2,"$1,149.00",16,1024.0,17729.07,i7
"HP 17 Laptop, 11th Gen Intel Core i5-1135G7, 8 GB RAM, 256 GB SSD Storage, 17.3-inch HD+ Display, Windows 10 Home, Anti-glare Screen, Long Battery Life, Web-cam & Dual Mics (17-cn0021nr, 2021)",HP,17.3,4.2,$516.00,8,256.0,7961.88,i5
"[Windows 11 Home] Newest HP 17 Laptop, 17.3"" HD+ Screen, AMD Athlon Gold 3150U Processor, 8GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi, Webcam, Zoom Meeting, HDMI, Black",HP,17.3,4.5,$599.00,8,1024.0,9242.57,Other
"HP Stream 14"" HD Laptop PC, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 S, Blue",HP,14,4.4,$239.90,4,64.0,3701.657,Celeron
"HP Envy 13 Ultra Thin Laptop 13.3"" Full-HD, Intel Core i5-8250U, Intel UHD Graphics 620, 256GB SSD, 8GB SDRAM, Fingerprint Reader, 13-ah0051wm",HP,13.3,4.3,$565.00,8,256.0,8717.95,i5
"2022 Newest HP Pavilion Laptop, 17"" HD+ (1600 x 900) LED Display, AMD Athlon Silver Processor, AMD Radeon Graphics, 16GB RAM, 1TB PCIe SSD, Fingerprint Reader, Wi-Fi 6, BT 5.0, Windows 10, Rose Gold",HP,17.3,4.1,$569.00,16,1024.0,8779.67,Other
"HP Envy 17T 2021,i7-1165G7 11th Gen Quad Core,16GB RAM,1 TB NVMe SSD, 17.3"" FHD 1080p Touch,Thunderbolt 4,Win 11 PRO,WiFi 6,B&O Speakers,USB-A,Intel Xe Graphics,4 Cell, 64GB Tech Warehouse Flash Drive",HP,17.3,4.2,"$1,149.00",16,1024.0,17729.07,i7
"HP 15 Laptop, AMD Ryzen 3 3250U Processor, 8 GB RAM, 256 GB SSD Storage, 15.6-inch HD Micro-edge Display, Windows 10 Home, Long-Lasting Battery, HP Fast Charge, 720p Webcam (15-ef1021nr, 2020)",HP,15.6,4.4,$409.00,8,256.0,6310.87,Ryzen
"[Windows 11 Home] Newest HP 17 Laptop, 17.3"" HD+ Screen, AMD Athlon Gold 3150U Processor, 8GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi, Webcam, Zoom Meeting, HDMI, Black",HP,17.3,4.5,$599.00,8,1024.0,9242.57,Other
"HP 2022 Newest Premium 14"" Laptop| Intel Celeron N4020 8GB RAM 128GB(64GB SSD+ 64GB Card)| Webcam HDMI Wi-Fi| 1 Year MS 365| LIONEYE Bundle| White",HP,14,4.2,$339.99,8,64.0,5246.0457,Celeron
"HP 2022 Newest Pavilion 15.6"" FHD 1080P IPS Laptop, 8-Core AMD Ryzen 7-5700U(Up to 4.3GHz, Beat i7-1180G7), 32GB RAM, 1TB NVMe SSD, Numpad, HDMI, WiFi, USB-A&C, Fast Charge, Audio by B&O, Win11",HP,15.6,4.3,$629.00,32,1024.0,9705.47,Ryzen
"HP 15.6"" Full HD (1920 x 1080) Laptop, Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Windows 10 Home, Natural Silver",HP,15.6,3.9,$349.99,8,256.0,5400.3457,i5
"HP 14 Laptop, Qualcomm Snapdragon 7c Processor, 8 GB RAM, 128 GB eMMC, 14-inch Full HD Touchscreen, Windows 11 Home, Thin & Portable, Long Battery Life, Wi-Fi 5 & Bluetooth 5 Combo (14-ed0010nr, 2021)",HP,14,3.8,$299.94,8,128.0,4628.0742,Other
"HP Pavilion Laptop (2022 Model), 15.6"" HD Touchscreen, AMD Ryzen 3 3250U Processor (Beats i7-7500U), 16GB RAM, 512GB SSD, Compact Design, Long Battery Life, Windows 10",HP,15.6,4.1,$549.00,16,512.0,8471.07,Ryzen
2022 Newest HP Premium 14-inch HD Laptop| Intel Celeron N4020 to 2.8GHz 8GB RAM 64GB SSD| Webcam Bluetooth HDMI USB-C Wi-Fi| Win 11 S with 1 Year MS 365| LIONEYE Bundle| Black,HP,14,5.0,$329.99,8,64.0,5091.7457,Celeron
"HP Pavilion x360 2-in-1 Laptop, 14"" FHD Touch Screen, 12th Gen Intel i3-1215U, 8GB RAM, 1TB SSD, HDMI, Micro SD Card Reader, Wi-Fi, Windows 11 Home, Space Blue",HP,14,0.0,$579.00,8,1024.0,8933.97,i3
"HP 2022 15.6"" FHD Laptop Computer, AMD Ryzen 5-5500U Processor(Beats Intel i7-1065G7), 8GB RAM, 256GB PCIe SSD, AMD Radeon Graphics, HD Webcam, Bluetooth, Wi-fi, Win 11, Blue, 32GB USB Card",HP,15.6,4.1,$485.00,8,256.0,7483.55,Ryzen
"HP Envy x360 2-in-1 15.6"" Touch-Screen Laptop (AMD Ryzen 5, 8GB RAM, 256GB Solid State Drive, Nightfall Black)",HP,15.6,4.3,$509.00,8,256.0,7853.87,Ryzen
"HP 15 Business Laptop Computer, AMD Ryzen 5 5500U, 15.6"" FHD Display, Windows 11 Pro, 16GB RAM, 512GB SSD, SD Card Reader, Fast Charge, AC Smart pin, 32GB Durlyfish USB Card",HP,15.6,4.4,$379.00,16,512.0,5847.97,Ryzen
"2022 HP Pavilion Premium Laptop , 15.6'' FHD Display, AMD Athlon N3050, 16GB RAM, 1TB SSD, Webcam, Thin & Portable, Office 365 1-Year, Long Battery Life, Windows 11, Natural Silver, ROKC HDMI Cable",HP,15.6,4.6,$549.99,16,1000.0,8486.3457,Other
"HP 15 15.6"" HD Touchscreen Business Laptop Computer, Intel 4-core i5-1135G7 (Up to 4.2Ghz), 16GB RAM, 512GB PCIe SSD, Numeric Keypad, Fast Charge, Windows 11 Home in S Mode, Wi-Fi, BT 5, HDMI, w/Hub",HP,15.6,3.9,$619.00,16,512.0,9551.17,i5
HP Touchscre14 Slim Laptop in Blue Intel N4020 Dual Core up to 2.8GHz 4GB RAM 64GB SSD 14in HD Webcam WiFi W10 / W11 (14-DQ200 Renewed),HP,14,4.4,$209.99,4,64.0,3240.1457,Other
"HP 2022 Elitebook 840 G9 Business Laptop 14"" WUXGA IPS 12th Intel 10-Core i7-1255U Iris Xe Graphics 32GB DDR5 2TB NVMe SSD WiFi 6E Backlit KB Fingerprint 2xThunderbolt 4 Windows 11 Pro w/ RE USB",HP,14,0.0,"$1,949.99",32,2048.0,30088.345699999998,i7
"HP Newest 14"" HD Laptop, Intel Core i5-1035G1, Intel UHD Graphics, 8GB SDRAM, 256GB SSD, Natural Silver, Windows 10",HP,14,4.4,$399.00,8,256.0,6156.57,i5
"HP 15.6"" HD Laptop Computer 2022, AMD Athlon Silver 3050U (Beats i3-7100U) Up to 3.2GHz, 16GB RAM, 512GB SSD, Webcam, Wins10 W/ 1 Year Microsoft 365, Mouse, Sleeve, Gold, + 3in1 Accessories",HP,15.6,4.0,$438.00,4,128.0,6758.34,Other
"HP Pavalion Laptop, 14"" HD Touchscreen, Intel Core i3-1115G4 Processor, Micro-Edge, Thin & Portable, Micro-Edge & Anti-Glare Screen, Long Battery Life, Windows 11 (16GB RAM | 1TB SSD)",HP,14,3.0,$499.00,16,1024.0,7699.57,i3
"HP Flagship Chromebook 14"" HD 2-in-1 Touchscreen Laptop, Intel Celeron N4120(Up to 2.6GHz), 4GB RAM, 64GB eMMC, Wi-Fi, Up to 13Hours Battery Life, Bluetooth, Chrome OS, Blue, w/GM Accessories",HP,14,4.1,$279.00,4,64.0,4304.97,Celeron
"HP 15.6"" Laptop with Touchscreen, Intel Core i5-1155G7 Processor, Intel Iris Xe Graphics, 15.6"" HD Touchscreen Display, HDMI, Wi-Fi and Bluetooth, Windows 11 Home in S Mode(16GB RAM | 1TB SSD)",HP,15.6,4.7,$629.00,16,1024.0,9705.47,i5
"HP Newest 14"" FHD Laptop for Students and Business, AMD Ryzen 3 3250U(Up to 3.50GHz), 16GB RAM, 512GB NVMe SSD, Webcam, Type-A&C, HDMI, WiFi, Fast Charge, Long Battery Life, Win 11 S, GM Accessories",HP,14,4.5,$419.00,16,512.0,6465.17,Ryzen
"HP Pavilion x360 Convertible 14-inch Laptop, 11th Generation Intel Core i5-1135G7 processor, Iris Xe Graphics, 8GB RAM, 256 GB SSD, Windows 11 Home (14-dw1025nr, Natural silver)",HP,14,4.6,$582.90,8,256.0,8994.146999999999,i5
"HP [Windows 11 Pro] 17 17.3"" FHD Business Laptop, 11th Gen Intel Dual Core i3-1115G4 Processor, 12GB RAM, 256GB PCIe SSD, Intel Integrated SoC, Wi-Fi, HDMI, Bluetooth 4.2 Combo, Silver, w/Battery",HP,17.3,5.0,$599.00,12,256.0,9242.57,i3
"2022 Newest HP Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 32GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",HP,15.6,4.4,$529.00,32,1024.0,8162.47,Other
"HP 2022 Newest Chromebook 11.6"" HD Thin Light Laptop Computer for Business Student, Intel Celeron N3350 Up to 2.4 GHz, 4GB Memory, 32GB eMMC,Webcam, USB-C, WiFi, Bluetooth, Chrome OS+MarxsolCables",HP,11.6,4.4,$173.21,4,32.0,2672.6303000000003,Celeron
"HP 2022 15.6"" FHD Laptop, AMD Ryzen 5-5500U Processor(Beats Intel i7-1065G7), 16GB RAM, 512GB PCIe SSD, AMD Radeon Graphics, HD Webcam, Bluetooth, Wi-fi, Win 11, Blue, 32GB USB Business Card",HP,15.6,4.5,$599.00,16,512.0,9242.57,Ryzen
"2022 Newest HP 14"" FHD Laptop for Business and Student, AMD Ryzen3 3250U (Beat i5 7200U), 16GB RAM, 1TB SSD, Webcam, Wi-Fi, Bluetooth, HDMI, Fast Charge, Windows 11, ROKC Mousepad",HP,14,4.7,$509.99,16,1000.0,7869.1457,Ryzen
"HP 15.6-inch Laptop, AMD Ryzen 7 5700U, 8 GB RAM, 256 GB SSD, HD Micro-Edge Display, Windows 11 Home, Thin & Portable, Long-Lasting Battery, Full-Size Keyboard, Wi-Fi 6 & Bluetooth (15-ef2025nr, 2022)",HP,15.6,4.4,$527.50,8,256.0,8139.325,Ryzen
"HP Pavilion Laptop (2022 Model), 15.6'' HD Display, Intel Celeron Quad-Core Processor, 16GB DDR4 RAM, 1TB SSD, Online Conferencing, Webcam, HDMI, Bluetooth, WiFi, Windows 11, Scarlet Red",HP,15.6,4.4,$469.00,16,1024.0,7236.67,Other
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb185nr, Royal Blue)",HP,14,4.4,$228.00,4,64.0,3518.04,Celeron
"HP Envy Business Laptop, 17.3"" FHD Touchscreen, 12th Gen Intel Core i7-1260P Processor, 64GB RAM, 2TB SSD, IR Camera, Backlit Keyboard, Wi-Fi 6, Windows 11 Pro, Silver",HP,17.3,4.8,"$1,509.00",64,2048.0,23283.87,i7
"HP Pavilion 15 Laptop, 11th Gen Intel Core i7-1165G7 Processor, 16 GB RAM, 512 GB SSD Storage, Full HD IPS micro-edge Display, Windows 10 Pro, Compact Design, Long Battery Life (15-eg0021nr, 2020)",HP,15.6,4.5,$879.00,16,512.0,13562.97,i7
HP 15-dw Laptop Intel Core i3-1115G4 8GB 256GB SSD 15.6 Full HD WLED Win 10,HP,15.6,4.2,$343.49,8,256.0,5300.0507,i3
"HP 15 Notebook Laptop, 15.6"" HD Screen, Intel Core i3-1115G4 Processor, 16GB RAM, 512GB SSD, Webcam, Wi-Fi, HDMI, Windows 11 Home, White",HP,15.6,4.4,$439.00,16,512.0,6773.7699999999995,i3
"HP 2022 Stream 14"" HD Laptop, Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC Storage, HD Webcam, HDMI, Wi-Fi, Bluetooth, Black, Office 365 1-Year, Windows 11 S, 32GB SnowBell USB Card",HP,14,4.4,$239.00,4,64.0,3687.77,Celeron
"HP 2022 New 15 Laptop, 15.6"" HD LED Display, Intel Dual-Core Processor, Intel UHD Graphics, 16GB DDR4 RAM, 1TB SSD, Ethernet Port, USB Type-C, Long Battery Life, Windows 11",HP,15.6,4.4,$479.00,16,1024.0,7390.97,Celeron
"2021 HP Stream 14"" HD SVA Laptop Computer, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC flash memory, Intel UHD Graphics 600, 1-Year Office, Bluetooth, Win 10S, Rose Pink, 128GB SnowBell USB Card",HP,14,4.3,$299.00,4,64.0,4613.57,Celeron
"HP 2022 Newest 17 Laptop, 17.3"" FHD IPS Display, Intel Core i5-1135G7 Quad-Core Processor, Intel Iris Xe Graphics, 16GB RAM, 1TB PCIe SSD, HDMI, Windows 11 + Microfiber Cloth",HP,17.3,4.4,$624.00,16,1024.0,9628.32,i5
"HP 2020 15 15.6"" HD Touchscreen Premium Laptop - 10th Gen Intel Core i5-1035G1, 16GB DDR4, 512GB SSD, USB Type-C, HDMI, Windows 10 - Silver W",HP,15.6,4.5,$539.90,16,512.0,8330.657,i5
"HP Pavilion 15 Laptop, 12th Generation Intel Core i7-1255U Processor, 16 GB RAM, 512 GB SSD, 15.6"" Full HD Display, Windows 11 Pro, Fingerprint Reader, Wi-Fi & Bluetooth, HD Webcam (15-eg2025nr 2022)",HP,15.6,4.4,$899.00,16,512.0,13871.57,i7
"HP 2022 15.6"" HD BrightView Laptop, Intel Pentium Silver N5030 Processor, 8GB RAM, 256GB PCIe SSD, Intel HD Graphics 605, 720p HD Webcam, Stereo Speakers, Silver, Windows 11, 32GB USB Card",HP,15.6,4.3,$389.00,8,256.0,6002.2699999999995,Other
"HP 15.6"" HD Intel 10th Gen i3-1005G1 3.4GHz 8GB RAM 256GB SSD Win 10 Laptop",HP,15.6,4.4,$299.99,8,256.0,4628.8457,i3
"HP15.6 Inch Laptop, Intel Iris Xe Graphics, 12th Generation Intel Core Processor, 8 GB RAM, 256 GB SSD, Windows 11 Home (15-dy2024nr, Natural silver)",HP,15.6,4.4,$447.99,8,256.0,6912.4857,i5
"HP 2022 15.6"" HD BrightView Laptop, Intel Pentium Silver N5030 Processor, 8GB RAM, 256GB PCIe SSD, Intel HD Graphics 605, 720p HD Webcam, Stereo Speakers, Silver, Windows 11, 32GB USB Card",HP,15.6,4.3,$389.00,8,256.0,6002.2699999999995,Other
"HP 2022 Newest 17 Laptop, 17.3"" FHD IPS Display, Intel Core i5-1135G7 Quad-Core Processor, Intel Iris Xe Graphics, 16GB RAM, 1TB PCIe SSD, HDMI, Windows 11 + Microfiber Cloth",HP,17.3,4.4,$624.00,16,1024.0,9628.32,i5
"LincPlus P3 14 inch Thin and Light Laptop PC, 4GB RAM 128GB eMMC 1080P Full HD IPS Computer, Intel Celeron Dual-Core, Mini Notebook,Windows 10 Home in S Mode,UK Keyboard White",LincPlus,14,3.6,$199.00,128,128.0,3070.57,Celeron
"2022 Newest Dell Inspiron 3000 Laptop, 15.6 HD LED-Backlit Display, Intel Celeron Processor N4020, 8GB DDR4 RAM, 128GB PCIe SSD, Online Meeting Ready, Webcam, WiFi, HDMI, Bluetooth, Win10 Home, Black",Dell,15.6,4.4,$375.00,8,128.0,5786.25,Celeron
"Dell Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 32GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",Dell,15.6,4.4,$654.39,32,1024.0,10097.2377,i5
"Dell 2022 Newest Inspiron 15 Laptop, 15.6"" HD Display, Intel Celeron N4020 Processor, 16GB DDR4 RAM, 1TB PCIe SSD, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 11 Home, Black",Dell,15.6,4.3,$459.00,16,1024.0,7082.37,Celeron
"Dell Inspiron 15 3000 Series 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7, 32GB DDR4 RAM, 1TB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",Dell,15.6,4.3,$529.99,32,1024.0,8177.7457,i5
"ASUS Vivobook Laptop, 17.3"" HD+ (1600x900) Non-Touch Display, Intel Core i5 Quad-Core Processor, 20GB DDR4 RAM, 512GB PCIe NVMe M.2 SSD, Webcam, HDMI, USB Type-C, Wi-Fi 5, Windows 11 Home, Silver",ASUS,17.3,4.2,$509.00,20,512.0,7853.87,i5
"ASUS BR1100 Laptop, 11.6"" HD Anti-Glare Display, 180 Degree, Celeron N4500, 4GB, 64GB SSD, MIL-STD 810H Durability, Tamper/Spill-Resistant Keyboard, TPM 2.0, Windows 10 Pro, Dark Grey, BR1100CKA-502Y",ASUS,11.6,4.2,$142.00,4,64.0,2191.06,Celeron
"Acer Aspire 5 A515-45-R74Z Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 5 5500U Hexa-Core Mobile Processor | AMD Radeon Graphics | 8GB DDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | Windows 11 Home",Acer,15.6,4.5,$484.00,8,256.0,7468.12,Ryzen
"SAMSUNG Galaxy Book Pro Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",SAMSUNG,15.6,4.3,"$1,000.00",8,512.0,15430.0,i5
"Samsung Chromebook Plus V2 2-in-1 Laptop- 4GB RAM, 64GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio- XE520QAB-K03US Light Titan",SAMSUNG,12.2,4.4,$199.99,4,64.0,3085.8457000000003,Celeron
"ASUS VivoBook 17X Laptop, 17.3” FHD Display, AMD Ryzen 7 5800H CPU, AMD Radeon Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, S1703QA-DS71",ASUS,17.3,0.0,$649.00,8,512.0,10014.07,Ryzen
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 13.3"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 256GB SSD Long-Lasting Battery, Mystic Blue",SAMSUNG,13.3,4.5,$629.99,8,256.0,9720.7457,i5
"SAMSUNG Galaxy Book Go Laptop PC Computer Qualcomm 7C Pro 4GB Memory 128GB eUFS Storage 18-Hour Battery Compact Light Shockproof WFH Ready WiFi 5, Silver",SAMSUNG,14,4.2,$254.99,4,128.0,3934.4957,Other
"SAMSUNG 13.3” Galaxy Chromebook Laptop Computer w/ 256GB Storage, 8GB RAM, ‎4K AMOLED Touchscreen Display, Ultra Slim Design, Chrome OS, WiFi 6, Mercury Gray",SAMSUNG,13.3,3.9,$999.00,8,256.0,15414.57,i5
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 13.3"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 256GB SSD Long-Lasting Battery, Mystic Silver",SAMSUNG,13.3,4.5,$739.00,8,256.0,11402.77,i5
"SAMSUNG Galaxy Chromebook 4 11.6” 64GB Laptop Computer w/ 4GB RAM, Gigabit WiFi, HD Intel Celeron Processor, Compact Design, Military Grade Durability, US Version, Silver",SAMSUNG,11.6,4.4,$159.88,4,64.0,2466.9483999999998,Celeron
"ASUS VivoBook 15 Thin and Light 15.6” FHD Business Laptop 2023, Intel Core i3-1115G4 Up to 4.1GHz Beat i5-1030G7, 12GB RAM, 512GB SSD, USB Type C, Windows 11 +CUE Accessories",ASUS,15.6,5.0,$399.90,12,512.0,6170.456999999999,i3
"Samsung Chromebook 3, 11.6"", 4GB RAM, 16GB eMMC, Chromebook (XE500C13)",SAMSUNG,11.6,4.4,$46.98,4,16.0,724.9014,Celeron
"ASUS Vivobook S 14 Flip 14” WUXGA 16:10 touch, AMD Ryzen 5 5600H CPU, 8GB RAM, 512GB SSD, NumberPad, FingerPrint, Windows 11 Home, Quiet Blue, TN3402QA-AS54T",ASUS,14,4.4,$670.29,8,512.0,10342.5747,Ryzen
"ASUS ZenBook 14 Ultra-Slim Laptop 14” FHD Display, AMD Ryzen 7 5800H CPU, Radeon Vega 7 Graphics, 16GB RAM, 1TB PCIe SSD, NumberPad, Windows 11 Pro, Pine Grey, UM425QA-EH74",ASUS,14,4.3,$999.99,16,1024.0,15429.8457,Ryzen
"ASUS Vivobook 17 Thin Laptop, 17.3"" HD Display, Intel Core i5-1035G1 Processor, 12GB DDR4 RAM, 1TB HDD, Windows 11 Home in S, TWE Pen",ASUS,17.3,3.4,$439.99,12,1024.0,6789.0457,i5
